run_id,request_id,workload_name,workload_mode,request_type,serving_mode,result_type,route_target,prompt_len_target,output_len_target,prompt_len_actual,output_len_actual,arrival_rate,concurrency,arrival_time,send_time,ttft_ms,tpot_ms,total_latency_ms,success,error_msg,prefix_caching_enabled,ttft_method,data_source,seed
real_pd_1p3d-20260621T104759Z-354414e0,short_short-synthetic_unique-000000,short_short,synthetic_unique,short_short,real_pd_1p3d,real_disaggregated_pd,http://127.0.0.1:10001/v1/completions,128,64,,,0.5,1,0.0,0.00025388970971107483,,,,False,TimeoutError: timed out,False,streaming_measured,measured_attempt,42
