run_id,request_id,workload_name,workload_mode,request_type,serving_mode,result_type,connector,route_target,prompt_len_target,output_len_target,prompt_len_actual,output_len_actual,arrival_rate,concurrency,arrival_time,send_time,ttft_ms,tpot_ms,total_latency_ms,success,error_msg,prefix_caching_enabled,ttft_method,data_source,seed
real_pd_nixl_1p1d-20260621T162745Z-273379a8,short_short-synthetic_unique-000000,short_short,synthetic_unique,short_short,real_pd_nixl_1p1d,real_disaggregated_pd,NixlConnector,http://127.0.0.1:8700/v1/completions,128,64,128,64,0.5,1,0.0,0.0002788109704852104,1953.5799976438284,23.057110844150422,3406.177980825305,True,,False,streaming_measured,measured,42
