run_id,request_id,workload_name,workload_mode,request_type,serving_mode,result_type,connector,route_target,prompt_len_target,output_len_target,prompt_len_actual,output_len_actual,arrival_rate,concurrency,arrival_time,send_time,ttft_ms,tpot_ms,total_latency_ms,success,error_msg,prefix_caching_enabled,ttft_method,data_source,seed
formal-mixed_70p30d-real_pd_nixl_2p2d-r8-rep1,mixed_70p30d-synthetic_unique-000000,mixed_70p30d,synthetic_unique,prefill_heavy,real_pd_nixl_2p2d,real_disaggregated_pd,NixlConnector,http://127.0.0.1:8700/v1/completions,2048,64,2048,64,8.0,64,0.0,0.0023782914504408836,463.8463370501995,22.418941149399394,1876.2396294623613,True,,False,streaming_measured,measured,42
formal-mixed_70p30d-real_pd_nixl_2p2d-r8-rep1,mixed_70p30d-synthetic_unique-000001,mixed_70p30d,synthetic_unique,decode_heavy,real_pd_nixl_2p2d,real_disaggregated_pd,NixlConnector,http://127.0.0.1:8700/v1/completions,256,256,256,256,8.0,64,0.12750753590935013,0.12794305570423603,197.41738587617874,25.208254596766302,6625.522308051586,True,,False,streaming_measured,measured,42
formal-mixed_70p30d-real_pd_nixl_2p2d-r8-rep1,mixed_70p30d-synthetic_unique-000002,mixed_70p30d,synthetic_unique,prefill_heavy,real_pd_nixl_2p2d,real_disaggregated_pd,NixlConnector,http://127.0.0.1:8700/v1/completions,2048,64,2048,64,8.0,64,0.13067364078969249,0.13127228058874607,2733.226364478469,26.909158594669805,4428.5033559426665,True,,False,streaming_measured,measured,42
formal-mixed_70p30d-real_pd_nixl_2p2d-r8-rep1,mixed_70p30d-synthetic_unique-000003,mixed_70p30d,synthetic_unique,prefill_heavy,real_pd_nixl_2p2d,real_disaggregated_pd,NixlConnector,http://127.0.0.1:8700/v1/completions,2048,64,2048,64,8.0,64,0.17087664879906317,0.17151962034404278,2742.916098795831,25.505511740606927,4349.763338454068,True,,False,streaming_measured,measured,42
formal-mixed_70p30d-real_pd_nixl_2p2d-r8-rep1,mixed_70p30d-synthetic_unique-000004,mixed_70p30d,synthetic_unique,prefill_heavy,real_pd_nixl_2p2d,real_disaggregated_pd,NixlConnector,http://127.0.0.1:8700/v1/completions,2048,64,2048,64,8.0,64,0.20244992200782735,0.20297218672931194,2732.7887415885925,27.033559401475248,4435.902983881533,True,,False,streaming_measured,measured,42
formal-mixed_70p30d-real_pd_nixl_2p2d-r8-rep1,mixed_70p30d-synthetic_unique-000005,mixed_70p30d,synthetic_unique,prefill_heavy,real_pd_nixl_2p2d,real_disaggregated_pd,NixlConnector,http://127.0.0.1:8700/v1/completions,2048,64,2048,64,8.0,64,0.3691490061088377,0.3704502694308758,2696.0508339107037,27.257362912808144,4413.264697417617,True,,False,streaming_measured,measured,42
formal-mixed_70p30d-real_pd_nixl_2p2d-r8-rep1,mixed_70p30d-synthetic_unique-000006,mixed_70p30d,synthetic_unique,prefill_heavy,real_pd_nixl_2p2d,real_disaggregated_pd,NixlConnector,http://127.0.0.1:8700/v1/completions,2048,64,2048,64,8.0,64,0.5102956322086618,0.5109260771423578,2429.530964232981,25.45803798628705,4033.3873573690653,True,,False,streaming_measured,measured,42
formal-mixed_70p30d-real_pd_nixl_2p2d-r8-rep1,mixed_70p30d-synthetic_unique-000007,mixed_70p30d,synthetic_unique,prefill_heavy,real_pd_nixl_2p2d,real_disaggregated_pd,NixlConnector,http://127.0.0.1:8700/v1/completions,4096,64,4096,64,8.0,64,0.7887066446525843,0.7896241806447506,3021.185752004385,27.105761588447624,4728.848732076585,True,,False,streaming_measured,measured,42
formal-mixed_70p30d-real_pd_nixl_2p2d-r8-rep1,mixed_70p30d-synthetic_unique-000008,mixed_70p30d,synthetic_unique,decode_heavy,real_pd_nixl_2p2d,real_disaggregated_pd,NixlConnector,http://127.0.0.1:8700/v1/completions,256,256,256,256,8.0,64,0.800075695228405,0.8012583069503307,2212.065431289375,27.040414775119107,9107.371198944747,True,,False,streaming_measured,measured,42
formal-mixed_70p30d-real_pd_nixl_2p2d-r8-rep1,mixed_70p30d-synthetic_unique-000009,mixed_70p30d,synthetic_unique,prefill_heavy,real_pd_nixl_2p2d,real_disaggregated_pd,NixlConnector,http://127.0.0.1:8700/v1/completions,4096,64,4096,64,8.0,64,0.8685814651529664,0.8704647412523627,3530.7551994919777,26.49095673705377,5199.685473926365,True,,False,streaming_measured,measured,42
