run_id,request_id,workload_name,workload_mode,request_type,serving_mode,result_type,connector,route_target,prompt_len_target,output_len_target,prompt_len_actual,output_len_actual,arrival_rate,concurrency,arrival_time,send_time,ttft_ms,tpot_ms,total_latency_ms,success,error_msg,prefix_caching_enabled,ttft_method,data_source,seed
formal-mixed_30p70d-real_pd_nixl_2p2d-r8-rep1,mixed_30p70d-synthetic_unique-000000,mixed_30p70d,synthetic_unique,decode_heavy,real_pd_nixl_2p2d,real_disaggregated_pd,NixlConnector,http://127.0.0.1:8700/v1/completions,256,256,256,256,8.0,64,0.0,0.008240828290581703,192.71246623247862,25.94607327425597,6808.96115116775,True,,False,streaming_measured,measured,42
formal-mixed_30p70d-real_pd_nixl_2p2d-r8-rep1,mixed_30p70d-synthetic_unique-000001,mixed_30p70d,synthetic_unique,decode_heavy,real_pd_nixl_2p2d,real_disaggregated_pd,NixlConnector,http://127.0.0.1:8700/v1/completions,256,256,256,256,8.0,64,0.12750753590935013,0.12942645233124495,214.55870289355516,26.002041097072993,6845.079182647169,True,,False,streaming_measured,measured,42
formal-mixed_30p70d-real_pd_nixl_2p2d-r8-rep1,mixed_30p70d-synthetic_unique-000002,mixed_30p70d,synthetic_unique,prefill_heavy,real_pd_nixl_2p2d,real_disaggregated_pd,NixlConnector,http://127.0.0.1:8700/v1/completions,4096,64,4096,64,8.0,64,0.13067364078969249,0.13156012631952763,788.4808192029595,26.15574129398853,2436.292520724237,True,,False,streaming_measured,measured,42
formal-mixed_30p70d-real_pd_nixl_2p2d-r8-rep1,mixed_30p70d-synthetic_unique-000003,mixed_30p70d,synthetic_unique,prefill_heavy,real_pd_nixl_2p2d,real_disaggregated_pd,NixlConnector,http://127.0.0.1:8700/v1/completions,2048,64,2048,64,8.0,64,0.17087664879906317,0.17171505838632584,439.3282989040017,26.002589805376907,2077.491456642747,True,,False,streaming_measured,measured,42
formal-mixed_30p70d-real_pd_nixl_2p2d-r8-rep1,mixed_30p70d-synthetic_unique-000004,mixed_30p70d,synthetic_unique,decode_heavy,real_pd_nixl_2p2d,real_disaggregated_pd,NixlConnector,http://127.0.0.1:8700/v1/completions,256,256,256,256,8.0,64,0.20244992200782735,0.20298113115131855,787.1039202436805,26.495718652857285,7543.512176722288,True,,False,streaming_measured,measured,42
formal-mixed_30p70d-real_pd_nixl_2p2d-r8-rep1,mixed_30p70d-synthetic_unique-000005,mixed_30p70d,synthetic_unique,decode_heavy,real_pd_nixl_2p2d,real_disaggregated_pd,NixlConnector,http://127.0.0.1:8700/v1/completions,256,512,256,512,8.0,64,0.3691490061088377,0.37011047545820475,309.6700208261609,26.205164865169625,13700.509266927838,True,,False,streaming_measured,measured,42
formal-mixed_30p70d-real_pd_nixl_2p2d-r8-rep1,mixed_30p70d-synthetic_unique-000006,mixed_30p70d,synthetic_unique,decode_heavy,real_pd_nixl_2p2d,real_disaggregated_pd,NixlConnector,http://127.0.0.1:8700/v1/completions,256,512,256,512,8.0,64,0.5102956322086618,0.5111205484718084,630.3708823397756,27.885230591633665,14879.723714664578,True,,False,streaming_measured,measured,42
formal-mixed_30p70d-real_pd_nixl_2p2d-r8-rep1,mixed_30p70d-synthetic_unique-000007,mixed_30p70d,synthetic_unique,prefill_heavy,real_pd_nixl_2p2d,real_disaggregated_pd,NixlConnector,http://127.0.0.1:8700/v1/completions,4096,64,4096,64,8.0,64,0.7887066446525843,0.7893609246239066,798.6636627465487,26.453091393387506,2465.2084205299616,True,,False,streaming_measured,measured,42
formal-mixed_30p70d-real_pd_nixl_2p2d-r8-rep1,mixed_30p70d-synthetic_unique-000008,mixed_30p70d,synthetic_unique,decode_heavy,real_pd_nixl_2p2d,real_disaggregated_pd,NixlConnector,http://127.0.0.1:8700/v1/completions,256,512,256,512,8.0,64,0.800075695228405,0.8006947776302695,333.8243504986167,26.283009342280618,13764.442124404013,True,,False,streaming_measured,measured,42
formal-mixed_30p70d-real_pd_nixl_2p2d-r8-rep1,mixed_30p70d-synthetic_unique-000009,mixed_30p70d,synthetic_unique,decode_heavy,real_pd_nixl_2p2d,real_disaggregated_pd,NixlConnector,http://127.0.0.1:8700/v1/completions,256,256,256,256,8.0,64,0.8685814651529664,0.869817228987813,1188.2269755005836,26.819234505734023,8027.1317744627595,True,,False,streaming_measured,measured,42
