workload_name,ratio_p,ratio_d,arrival_rate,kv_transfer_ms,num_requests,avg_ttft_ms,p95_ttft_ms,p99_ttft_ms,avg_tpot_ms,p95_tpot_ms,p99_tpot_ms,avg_total_latency_ms,p95_total_latency_ms,throughput_req_s,throughput_tok_s,goodput_req_s,prefill_util,decode_util,avg_prefill_queue_wait_ms,avg_decode_queue_wait_ms,data_source
mixed_30p70d,1,3,0.5,0.0,200,32921.86342322092,68604.99707352578,81481.25661539561,23.122263761184595,23.886028854619887,23.886028854619887,39745.21343304648,79616.38851969157,0.40976789123517554,122.20917588197875,0.05122098640439694,0.07394795294522255,0.9319965815619095,25.41989182587724,32715.98050701723,simulated
mixed_30p70d,1,3,0.5,5.0,200,32926.86342322092,68609.99707352578,81486.25661539561,23.122263761184595,23.886028854619887,23.886028854619887,39750.21343304648,79621.38851969157,0.4097636935350604,122.20792395989642,0.05122046169188255,0.07394719541556435,0.931987034102869,25.41989182587724,32715.98050701723,simulated
mixed_30p70d,1,3,0.5,20.0,200,32941.86342322094,68624.99707352577,81501.25661539564,23.122263761184595,23.886028854619887,23.886028854619887,39765.21343304648,79636.38851969155,0.40975110095071876,122.20416834754236,0.051218887618839845,0.07394492291970932,0.9319583928993718,25.41989182587724,32715.980507017233,simulated
mixed_30p70d,1,3,0.5,50.0,200,32971.863423220944,68654.9970735258,81531.25661539569,23.122263761184595,23.886028854619887,23.886028854619887,39795.21343304649,79666.38851969158,0.4097259181038141,122.19665781528151,0.05121573976297676,0.07394037834699446,0.9319011157731469,25.41989182587724,32715.980507017233,simulated
mixed_30p70d,1,3,1.0,0.0,200,120299.61998052629,237206.052211723,255736.5495852822,23.122263761184595,23.886028854619887,23.886028854619887,127122.96999035182,248575.95803889554,0.4310355380526178,128.55203886881273,0.017241421522104713,0.07778597681129756,0.9803687809354964,50.90817023505231,120068.2487859134,simulated
mixed_30p70d,1,3,1.0,5.0,200,120304.61998052629,237211.052211723,255741.5495852822,23.122263761184595,23.886028854619887,23.886028854619887,127127.96999035183,248580.95803889554,0.4310308933117924,128.55065362130895,0.017241235732471695,0.07778513860732077,0.9803582167047109,50.90817023505231,120068.24878591341,simulated
mixed_30p70d,1,3,1.0,20.0,200,120319.61998052629,237226.052211723,255756.54958528225,23.122263761184595,23.886028854619887,23.886028854619887,127142.96999035183,248595.95803889557,0.43101695968990483,128.54649805791723,0.017240678387596194,0.0777826241037744,0.9803265253783631,50.90817023505231,120068.24878591341,simulated
mixed_30p70d,1,3,1.0,50.0,200,120349.61998052629,237256.05221172297,255786.54958528222,23.122263761184595,23.886028854619887,23.886028854619887,127172.96999035182,248625.95803889554,0.43098909514848727,128.53818773708483,0.01723956380593949,0.07777759558435728,0.9802631488720446,50.90817023505231,120068.2487859134,simulated
mixed_30p70d,1,3,2.0,0.0,200,169100.31008784368,327495.71926843707,348640.14426694426,23.122263761184595,23.886028854619887,23.886028854619887,175923.66009766923,338469.8420332127,0.4365130835611397,130.1856620412743,0.015277957924639889,0.07877447123993259,0.9928271843352939,125.35970057869885,168794.48736288716,simulated
mixed_30p70d,1,3,2.0,5.0,200,169105.31008784368,327500.71926843707,348645.1442669443,23.122263761184595,23.886028854619887,23.886028854619887,175928.66009766926,338474.8420332127,0.4365083200213204,130.1842413631586,0.015277791200746214,0.07877361159713005,0.9928163499021363,125.35970057869885,168794.4873628872,simulated
