prompt_len,output_len,repeat_id,ttft_ms,total_latency_ms,decode_total_ms,tpot_ms,tokens_per_second,backend,ttft_method,success,error_msg,data_source
1024,32,2,154.5698642730713,868.778255302459,714.2083910293877,23.038980355786702,36.83333440344847,vllm,offline_proxy,True,,measured
1024,32,3,155.68184852600098,869.7751336731017,714.0932851471007,23.0352672628097,36.79111848698466,vllm,offline_proxy,True,,measured
1024,32,4,154.3598175048828,868.6373983509839,714.277580846101,23.0412122853581,36.83930724229536,vllm,offline_proxy,True,,measured
1024,64,0,155.07888793945312,1605.6395419873297,1450.5606540478766,23.02477228647423,39.859506649161126,vllm,offline_proxy,True,,measured
1024,64,1,151.5188217163086,1601.9956655800343,1450.4768438637257,23.023441966090882,39.95017051236998,vllm,offline_proxy,True,,measured
1024,64,2,153.31506729125977,1603.5973140969872,1450.2822468057275,23.020353123900435,39.9102688919378,vllm,offline_proxy,True,,measured
1024,64,3,154.05893325805664,1604.4141571037471,1450.3552238456905,23.021511489614134,39.889949684519976,vllm,offline_proxy,True,,measured
1024,64,4,154.15024757385254,1604.4087866321206,1450.258539058268,23.0199768104487,39.89008320899625,vllm,offline_proxy,True,,measured
1024,128,0,154.46782112121582,3077.533209230751,2923.065388109535,23.016262898500276,41.591752646592695,vllm,offline_proxy,True,,measured
1024,128,1,154.65116500854492,3077.628068625927,2922.976903617382,23.015566170215607,41.590470695553655,vllm,offline_proxy,True,,measured
1024,128,2,154.0672779083252,3076.210661791265,2922.14338388294,23.009003022700313,41.60963408320876,vllm,offline_proxy,True,,measured
1024,128,3,154.3445587158203,3076.308344490826,2921.963785775006,23.007588864370124,41.608312843290705,vllm,offline_proxy,True,,measured
1024,128,4,154.62565422058105,3076.541606336832,2921.915952116251,23.007212221387803,41.60515812181935,vllm,offline_proxy,True,,measured
1024,256,0,155.26938438415527,6023.91679957509,5868.647415190935,23.01430358898406,42.49726689752048,vllm,offline_proxy,True,,measured
1024,256,1,154.57701683044434,6022.683114744723,5868.1060979142785,23.012180776134425,42.50597202653103,vllm,offline_proxy,True,,measured
1024,256,2,154.30784225463867,6022.50705845654,5868.199216201901,23.01254594588981,42.50721460600632,vllm,offline_proxy,True,,measured
1024,256,3,152.7087688446045,6020.620464812964,5867.91169596836,23.011418415562193,42.5205344691916,vllm,offline_proxy,True,,measured
1024,256,4,154.55341339111328,6022.519038058817,5867.965624667704,23.011629900657663,42.50713005342597,vllm,offline_proxy,True,,measured
1024,512,0,150.03538131713867,11933.259054552764,11783.223673235625,23.059146131576565,42.9052949960608,vllm,offline_proxy,True,,measured
1024,512,1,155.02452850341797,11938.350587617606,11783.326059114188,23.05934649533109,42.8869965111465,vllm,offline_proxy,True,,measured
1024,512,2,152.10342407226562,11935.714526101947,11783.611102029681,23.059904309255735,42.89646831618825,vllm,offline_proxy,True,,measured
1024,512,3,152.48656272888184,11936.204083729535,11783.717521000654,23.06011256555901,42.894708938322935,vllm,offline_proxy,True,,measured
1024,512,4,152.28819847106934,11935.955508612096,11783.667310141027,23.06001430555974,42.8956022524195,vllm,offline_proxy,True,,measured
2048,1,0,297.52421379089355,297.52421379089355,0.0,nan,3.3610709772442977,vllm,offline_proxy,True,,measured
2048,1,1,297.72138595581055,297.72138595581055,0.0,nan,3.3588450382547443,vllm,offline_proxy,True,,measured
2048,1,2,297.32227325439453,297.32227325439453,0.0,nan,3.3633538081567846,vllm,offline_proxy,True,,measured
2048,1,3,297.6257801055908,297.6257801055908,0.0,nan,3.3599239946392507,vllm,offline_proxy,True,,measured
2048,1,4,297.4698543548584,297.4698543548584,0.0,nan,3.3616851770367218,vllm,offline_proxy,True,,measured
2048,32,0,294.5671081542969,1015.4989021830261,720.9317940287292,23.255864323507392,31.511604720802104,vllm,offline_proxy,True,,measured
2048,32,1,298.0694770812988,1018.9916174858809,720.922140404582,23.25555291627684,31.403594937269826,vllm,offline_proxy,True,,measured
2048,32,2,296.0205078125,1016.9908436946571,720.9703358821571,23.25710760910184,31.46537670265174,vllm,offline_proxy,True,,measured
2048,32,3,297.59836196899414,1018.6041528359056,721.0057908669114,23.258251318287464,31.415540483423804,vllm,offline_proxy,True,,measured
2048,32,4,294.938325881958,1016.0205028951168,721.0821770131588,23.260715387521252,31.49542741393216,vllm,offline_proxy,True,,measured
2048,64,0,298.08735847473145,1763.132985215634,1465.0456267409027,23.254692487950837,36.299020287555166,vllm,offline_proxy,True,,measured
2048,64,1,297.15633392333984,1761.7177297361195,1464.5613958127797,23.247006282742536,36.328180683965925,vllm,offline_proxy,True,,measured
2048,64,2,294.9516773223877,1759.3151521869004,1464.3634748645127,23.24386468038909,36.37779161990698,vllm,offline_proxy,True,,measured
2048,64,3,296.15116119384766,1761.0272960737348,1464.876134879887,23.252002140950587,36.34242361983258,vllm,offline_proxy,True,,measured
2048,64,4,297.5499629974365,1762.4907167628407,1464.9407537654042,23.2530278375461,36.312247997282235,vllm,offline_proxy,True,,measured
2048,128,0,296.77796363830566,3249.1089017130435,2952.330938074738,23.246700299801084,39.395416981103324,vllm,offline_proxy,True,,measured
2048,128,1,298.2897758483887,3250.8967770263553,2952.6070011779666,23.24887402502336,39.37375093068429,vllm,offline_proxy,True,,measured
2048,128,2,292.6604747772217,3244.948383886367,2952.2879091091454,23.24636148904839,39.44592790308074,vllm,offline_proxy,True,,measured
2048,128,3,296.1430549621582,3249.006024096161,2952.862969134003,23.25088952074018,39.39666441080491,vllm,offline_proxy,True,,measured
2048,128,4,295.928955078125,3248.6020596697927,2952.6731045916677,23.24939452434384,39.40156339524413,vllm,offline_proxy,True,,measured
2048,256,0,297.1515655517578,6227.785377763212,5930.633812211454,23.257387498868447,41.106105055268564,vllm,offline_proxy,True,,measured
2048,256,1,301.44405364990234,6232.175352517515,5930.731298867613,23.257769799480837,41.077149714118306,vllm,offline_proxy,True,,measured
2048,256,2,297.58572578430176,6228.355313651264,5930.769587866962,23.25791995241946,41.10234357357569,vllm,offline_proxy,True,,measured
2048,256,3,294.7404384613037,6225.520963314921,5930.780524853617,23.257962842563202,41.12105661655133,vllm,offline_proxy,True,,measured
2048,256,4,297.5749969482422,6228.539239615202,5930.96424266696,23.258683304576312,41.10112983984599,vllm,offline_proxy,True,,measured
