workload_name,ratio_p,ratio_d,arrival_rate,kv_transfer_ms,num_requests,avg_ttft_ms,p95_ttft_ms,p99_ttft_ms,avg_tpot_ms,p95_tpot_ms,p99_tpot_ms,avg_total_latency_ms,p95_total_latency_ms,throughput_req_s,throughput_tok_s,goodput_req_s,prefill_util,decode_util,avg_prefill_queue_wait_ms,avg_decode_queue_wait_ms,data_source
mixed_70p30d,3,1,1.0,5.0,200,244219.32412847818,512758.4716018357,528759.029887087,23.335133099892026,23.886028854619887,23.886028854619887,247947.51169635713,514261.2883026453,0.268118062568334,43.58527225110838,0.0026811806256833402,0.02828298342326193,0.9995944275910614,0.0,243897.86297902407,simulated
mixed_70p30d,3,1,1.0,20.0,200,244234.32412847813,512773.47160183557,528774.0298870868,23.335133099892026,23.886028854619887,23.886028854619887,247962.51169635705,514276.2883026452,0.26811267112958903,43.584395818825996,0.0013405633556479452,0.02828241469629445,0.9995743272961595,0.0,243897.86297902398,simulated
mixed_70p30d,3,1,1.0,50.0,200,244264.3241284781,512803.47160183557,528804.0298870867,23.335133099892026,23.886028854619887,23.886028854619887,247992.51169635705,514306.2883026452,0.26810188890255376,43.58264305999914,0.001340509444512769,0.028281277310974032,0.9995341291313725,0.0,243897.86297902398,simulated
mixed_70p30d,3,1,2.0,0.0,200,294273.75826190435,606804.7656245802,627790.4324044402,23.335133099892026,23.886028854619887,23.886028854619887,298001.9458297834,608271.5262188244,0.2681578885433359,43.591746361604685,0.0013407894427166795,0.028287184547871005,0.9997429062959422,0.0,293957.29711245024,simulated
mixed_70p30d,3,1,2.0,5.0,200,294278.75826190435,606809.7656245802,627795.4324044402,23.335133099892026,23.886028854619887,23.886028854619887,298006.9458297834,608276.5262188244,0.26815609083905795,43.59145412679726,0.0013407804541952896,0.028286994913350277,0.9997362041172023,0.0,293957.29711245024,simulated
mixed_70p30d,3,1,2.0,20.0,200,294293.75826190435,606824.7656245802,627810.4324044402,23.335133099892026,23.886028854619887,23.886028854619887,298021.9458297834,608291.5262188244,0.26815069787084067,43.59057744588386,0.0013407534893542033,0.028286426025043276,0.9997160981201407,0.0,293957.29711245024,simulated
mixed_70p30d,3,1,2.0,50.0,200,294323.7582619044,606854.7656245803,627840.4324044402,23.335133099892026,23.886028854619887,23.886028854619887,298051.9458297834,608321.5262188244,0.26813991258513764,43.588824189839976,0.0013406995629256882,0.02828528831707302,0.9996758885520666,0.0,293957.2971124503,simulated
mixed_70p30d,3,1,4.0,0.0,200,319931.0472913804,653538.8311381458,677291.5351326667,23.335133099892026,23.886028854619887,23.886028854619887,323659.2348592594,655003.5886153585,0.26818305565376493,43.59583752707603,0.0013409152782688247,0.028289839352102608,0.9998367340041631,6.634503135564662,319607.9516387907,simulated
mixed_70p30d,3,1,4.0,5.0,200,319936.04729138047,653543.8311381459,677296.5351326668,23.335133099892026,23.886028854619887,23.886028854619887,323664.23485925945,655008.5886153586,0.2681812576120365,43.59554523741265,0.0013409062880601825,0.028289649681985232,0.9998300305673445,6.634503135564662,319607.9516387908,simulated
mixed_70p30d,3,1,4.0,20.0,200,319951.0472913804,653558.8311381458,677311.5351326667,23.335133099892026,23.886028854619887,23.886028854619887,323679.2348592594,655023.5886153585,0.2681758636315088,43.59466839193807,0.001340879318157544,0.028289080686892586,0.9998099207961998,6.634503135564662,319607.9516387907,simulated
