workload_name,ratio_p,ratio_d,arrival_rate,kv_transfer_ms,num_requests,avg_ttft_ms,p95_ttft_ms,p99_ttft_ms,avg_tpot_ms,p95_tpot_ms,p99_tpot_ms,avg_total_latency_ms,p95_total_latency_ms,throughput_req_s,throughput_tok_s,goodput_req_s,prefill_util,decode_util,avg_prefill_queue_wait_ms,avg_decode_queue_wait_ms,data_source
mixed_50p50d,1,3,0.5,0.0,200,24896.839550905657,46409.09483137653,49497.78335446715,23.244659783533624,23.886028854619887,23.886028854619887,30202.956195047853,53636.244110196974,0.47973365979200183,111.14469430061098,0.1055414051542404,0.12296268941313822,0.8485075856591968,21.75885978134239,24618.766198898666,simulated
mixed_50p50d,1,3,0.5,5.0,200,24901.83955090565,46414.094831376526,49502.783354467145,23.244659783533624,23.886028854619887,23.886028854619887,30207.956195047846,53641.244110196974,0.47972790625139755,111.14336132032379,0.10554013937530746,0.12296121469729974,0.8484974093400092,21.75885978134239,24618.766198898666,simulated
mixed_50p50d,1,3,0.5,20.0,200,24916.83955090565,46429.09483137654,49517.78335446713,23.244659783533624,23.886028854619887,23.886028854619887,30222.956195047846,53656.24411019696,0.4797106464575952,111.13936257129566,0.10553634222067095,0.12295679076201536,0.8484668818469527,21.75885978134239,24618.766198898666,simulated
mixed_50p50d,1,3,0.5,50.0,200,24946.839550905657,46459.09483137655,49547.78335446713,23.244659783533624,23.886028854619887,23.886028854619887,30252.956195047853,53686.24411019699,0.47967613059559044,111.13136593638639,0.1055287487310299,0.12294794384637188,0.8484058334503292,21.75885978134239,24618.766198898662,simulated
mixed_50p50d,1,3,1.0,0.0,200,96890.74030768957,148486.49043831442,153503.5720281843,23.244659783533624,23.886028854619887,23.886028854619887,102196.85695183178,154954.76016939,0.5491313124740593,127.22274247399005,0.03569353531081385,0.1407503135219916,0.9712515989794185,48.91964316155658,96585.50617230237,simulated
mixed_50p50d,1,3,1.0,5.0,200,96895.74030768957,148491.49043831442,153508.5720281843,23.244659783533624,23.886028854619887,23.886028854619887,102201.85695183177,154959.76016939,0.5491237739475918,127.22099594817807,0.03569304530659347,0.14074838128840797,0.9712382655458314,48.91964316155658,96585.50617230237,simulated
mixed_50p50d,1,3,1.0,20.0,200,96910.74030768959,148506.4904383144,153523.5720281843,23.244659783533624,23.886028854619887,23.886028854619887,102216.85695183178,154974.76016939,0.5491011596100136,127.21575665844794,0.03569157537465088,0.14074258490595457,0.9711982674414912,48.91964316155658,96585.50617230237,simulated
mixed_50p50d,1,3,1.0,50.0,200,96940.74030768957,148536.49043831436,153553.57202818428,23.244659783533624,23.886028854619887,23.886028854619887,102246.85695183178,155004.76016938998,0.5490559365222983,127.20527937348608,0.03568863587394939,0.14073099357318997,0.9711182811153494,48.91964316155658,96585.50617230237,simulated
mixed_50p50d,1,3,2.0,0.0,200,137476.88991233642,236892.94294426724,248866.5548849903,23.244659783533624,23.886028854619887,23.886028854619887,142783.00655647862,239186.1309826492,0.5543183633773225,128.4244784272581,0.022172734535092904,0.1420798298404101,0.9804259646900243,166.09331882227562,137054.4821012885,simulated
mixed_50p50d,1,3,2.0,5.0,200,137481.88991233642,236897.94294426724,248871.55488499027,23.244659783533624,23.886028854619887,23.886028854619887,142788.00655647862,239191.1309826492,0.5543106817625747,128.4226987507533,0.022172427270502986,0.1420778609312265,0.9804123781754016,166.09331882227562,137054.4821012885,simulated
